,Estimate,Fitting_succeeded,lower_ci,nObs,p_value,parameter,roi_name,upper_ci,exp_Estimate,log10_Estimate
122,-0.014524752538012655,True,-0.07107482064125548,250,0.6146745249209374,"(0.01, 0.05]",incl_pbpA (Rv0016c),0.04202531556523017,0.9855802228185234,-0.033450505095043145
123,-0.18614371371676308,True,-0.2637784127088025,250,2.609521210866989e-06,"(0.05, 0.2]",incl_pbpA (Rv0016c),-0.1085090147247237,0.8301542818513397,-0.42868897268970535
124,-0.02359190559079316,True,-0.0891206704989238,250,0.48041614688756906,"(0.2, 1.0]",incl_pbpA (Rv0016c),0.04193685931733748,0.976684207804732,-0.054332158575596645
125,-8.159709991350017,True,-8.202882677645743,250,0.0,const,incl_rodA (Rv0017c),-8.11653730505429,0.0002859453093869979,-18.79181211007909
126,-0.12440927743795041,True,-0.18603051141400057,250,7.588414827817177e-05,"(0.01, 0.05]",incl_rodA (Rv0017c),-0.06278804346190024,0.8830183674212493,-0.2865145659395998
127,-0.1029558427429122,True,-0.18402094244944817,250,0.012801982464791653,"(0.05, 0.2]",incl_rodA (Rv0017c),-0.021890743036376226,0.9021668098137354,-0.23710730583692677
128,-0.04381638895580353,True,-0.11441724536257344,250,0.22383440384140496,"(0.2, 1.0]",incl_rodA (Rv0017c),0.02678446745096638,0.9571296809203154,-0.10090914376521554
129,-8.072501640516103,True,-8.116196875350699,250,0.0,const,pstP (Rv0018c),-8.028806405681507,0.0003120017876523921,-18.590971278108587
130,-0.0832641793660437,True,-0.14532355274226272,250,0.008547135080831386,"(0.01, 0.05]",pstP (Rv0018c),-0.021204805989824695,0.9201080415506792,-0.19175740507999864
131,-0.22839913063885353,True,-0.3134276719707076,250,1.4037973912046915e-07,"(0.05, 0.2]",pstP (Rv0018c),-0.14337058930699947,0.7958065656559767,-0.5260031978612797
132,-0.07003127917846008,True,-0.14242589889079577,250,0.05796262729088194,"(0.2, 1.0]",pstP (Rv0018c),0.002363340533875588,0.9323646558493766,-0.16128203594799356
133,-7.334953421740132,True,-7.448491019707494,250,0.0,const,near_fhaB (Rv0019c),-7.22141582377277,0.0006523342841073646,-16.892397730267525
134,-0.0885231698485678,True,-0.24895523750789722,250,0.27948877330893684,"(0.01, 0.05]",near_fhaB (Rv0019c),0.07190889781076161,0.9152819035472128,-0.20386886016125164
135,-0.18734423261451819,True,-0.4018357513997597,250,0.08691516947889948,"(0.05, 0.2]",near_fhaB (Rv0019c),0.027147286170723317,0.8291582639367149,-0.4314537677112354
136,0.02264161055542524,True,-0.15760815339767625,250,0.8055306391329156,"(0.2, 1.0]",near_fhaB (Rv0019c),0.20289137450852673,1.0228998773283162,0.05214362910914433
137,-8.19642192135001,True,-8.265890992248515,250,0.0,const,fhaB (Rv0019c),-8.126952850451506,0.0002756380622921366,-18.876359684869072
138,-0.10621887134080281,True,-0.20592381510007252,250,0.03679671307609231,"(0.01, 0.05]",fhaB (Rv0019c),-0.006513927581533088,0.8992278113389947,-0.24462206069786888
139,-0.10785523890737846,True,-0.23687392139407415,250,0.10132507163719723,"(0.05, 0.2]",fhaB (Rv0019c),0.021163443579317223,0.8977575473877557,-0.24839061520369257
140,-0.06613152706431591,True,-0.18037588457687853,250,0.25656583754780016,"(0.2, 1.0]",fhaB (Rv0019c),0.04811283044824671,0.9360077458441045,-0.15230090682911954
141,-8.092942323442305,True,-8.224783768401265,250,0.0,const,near_fhaA (Rv0020c),-7.961100878483346,0.000305688996717647,-18.638046170887627
142,-0.05701697263596573,True,-0.2458947840899851,250,0.5540791134176482,"(0.01, 0.05]",near_fhaA (Rv0020c),0.13186083881805366,0.9445780372513026,-0.13131008798062907
143,-0.26738438247050134,True,-0.5267513853872444,250,0.04332646438874401,"(0.05, 0.2]",near_fhaA (Rv0020c),-0.008017379553758253,0.7653788167153747,-0.6157862328295646
144,0.09847866029488345,True,-0.10969907494902548,250,0.3538420750855241,"(0.2, 1.0]",near_fhaA (Rv0020c),0.30665639553879237,1.103490855973669,0.22679635465911657
145,-7.912198071813314,True,-7.9496617735384225,250,0.0,const,fhaA (Rv0020c),-7.874734370088205,0.0003662486543339312,-18.221792159386062
146,-0.03341144715313955,True,-0.08629694912369398,250,0.21562505734974924,"(0.01, 0.05]",fhaA (Rv0020c),0.019474054817414897,0.9671405504886069,-0.07694656279368037
147,-0.11806092783508068,True,-0.18935669666487884,250,0.0011721713975340164,"(0.05, 0.2]",fhaA (Rv0020c),-0.046765159005282525,0.8886419079375625,-0.2718943168041908
148,-0.07542104128613714,True,-0.1379984198762974,250,0.018165083550935702,"(0.2, 1.0]",fhaA (Rv0020c),-0.012843662695976851,0.9273529502395418,-0.17369465808197382
149,-8.193336428634185,True,-8.304297421428666,250,0.0,const,near_leuT (Rvnt03),-8.082375435839703,0.00027648985494978945,-18.869253795144527
150,-0.15317741900050455,True,-0.314069761324842,250,0.06204387538763147,"(0.01, 0.05]",near_leuT (Rvnt03),0.007714923323832862,0.8579774867989379,-0.352767595958162
151,-0.1562456484747407,True,-0.3661501037834844,250,0.14458445800910588,"(0.05, 0.2]",near_leuT (Rvnt03),0.05365880683400298,0.855349049372318,-0.35983372843732786
152,-0.11266530925032897,True,-0.3002235882668237,250,0.2390596483888796,"(0.2, 1.0]",near_leuT (Rvnt03),0.0748929697661658,0.8934496394100301,-0.2594682072035076
153,-8.286267370527735,True,-8.464445914573554,250,0.0,const,leuT (Rvnt03),-8.108088826481916,0.0002519531575352729,-19.083273754325372
154,-0.026180341704322742,True,-0.2746939038951469,250,0.8364177253618623,"(0.01, 0.05]",leuT (Rvnt03),0.22233322048650145,0.9741593922013689,-0.06029332694505527
155,0.1153633332636067,True,-0.18914139640210348,250,0.4577581646977926,"(0.05, 0.2]",leuT (Rvnt03),0.4198680629293169,1.1222811255681853,0.2656817565060862
156,0.14694291236891555,True,-0.1276486656115794,250,0.29425145336030856,"(0.2, 1.0]",leuT (Rvnt03),0.4215344903494105,1.1582878372336491,0.3384095271856125
157,-8.114664067592539,True,-8.234387923065576,250,0.0,const,near_Rv0021c,-7.994940212119503,0.0002991204964507365,-18.688071347665616
158,0.05971765135890011,True,-0.1043821613234368,250,0.47569011179327647,"(0.01, 0.05]",near_Rv0021c,0.22381746404123704,1.0615367807605949,0.13752975107954693
159,-0.25824099626223346,True,-0.49318861758922594,250,0.031218190212979436,"(0.05, 0.2]",near_Rv0021c,-0.023293374935241,0.7724090619778246,-0.5947290143919236
160,-0.04835288701638912,True,-0.2457320591683697,250,0.6311268336442073,"(0.2, 1.0]",near_Rv0021c,0.14902628513559146,0.9527974978786992,-0.11135669879874414
161,-8.082830388135473,True,-8.135438571720403,250,0.0,const,Rv0021c,-8.030222204550544,0.00030879578542698284,-18.614758383875994
162,-0.1363394802761286,True,-0.21167614930970607,250,0.0003896189540137293,"(0.01, 0.05]",Rv0021c,-0.06100281124255115,0.8725463699213196,-0.31398982307592416
163,-0.21994386280908948,True,-0.32301356835928274,250,2.8840710851278575e-05,"(0.05, 0.2]",Rv0021c,-0.11687415725889623,0.8025638503779952,-0.5065307160493331
164,-0.1535796020515145,True,-0.24224973978744851,250,0.0006869825789046008,"(0.2, 1.0]",Rv0021c,-0.06490946431558049,0.8576324921757447,-0.35369382352463785
165,-8.625583857291048,True,-8.806013166897769,250,0.0,const,near_whiB5 (Rv0022c),-8.445154547684327,0.00017945539848983723,-19.864719623341283
166,0.1858665595247539,True,-0.0553065343983746,250,0.13091609635743937,"(0.01, 0.05]",near_whiB5 (Rv0022c),0.4270396534478824,1.2042615524215194,0.4280506865855082
167,-0.0014532458644112038,True,-0.3276877378927418,250,0.9930338655132678,"(0.05, 0.2]",near_whiB5 (Rv0022c),0.3247812461639194,0.9985478095860217,-0.003346825225739002
168,0.26739372447300325,True,-0.00199434429732942,250,0.051720372678991496,"(0.2, 1.0]",near_whiB5 (Rv0022c),0.5367817932433359,1.3065547676609102,0.6158077474613265
169,-8.232793268900199,True,-8.313211554792762,250,0.0,const,whiB5 (Rv0022c),-8.152374983007636,0.0002657928614480957,-18.96012289827716
